time,value,time,dayofweek,hour,Occupancy_State
2018-08-02 19:28:00,1,2018-08-02 19:28:00,3,19,1
2018-08-02 19:29:00,1,2018-08-02 19:29:00,3,19,1
2018-08-02 19:30:00,1,2018-08-02 19:30:00,3,19,1
2018-08-02 19:31:00,1,2018-08-02 19:31:00,3,19,1
2018-08-02 19:32:00,1,2018-08-02 19:32:00,3,19,1
2018-08-02 19:33:00,1,2018-08-02 19:33:00,3,19,1
2018-08-02 19:34:00,1,2018-08-02 19:34:00,3,19,1
2018-08-02 19:35:00,1,2018-08-02 19:35:00,3,19,1
2018-08-02 19:36:00,1,2018-08-02 19:36:00,3,19,1
2018-08-02 19:37:00,1,2018-08-02 19:37:00,3,19,1
2018-08-02 19:38:00,1,2018-08-02 19:38:00,3,19,1
2018-08-02 19:39:00,1,2018-08-02 19:39:00,3,19,1
2018-08-02 19:40:00,1,2018-08-02 19:40:00,3,19,1
2018-08-02 19:41:00,1,2018-08-02 19:41:00,3,19,1
2018-08-02 19:42:00,1,2018-08-02 19:42:00,3,19,1
2018-08-02 19:43:00,1,2018-08-02 19:43:00,3,19,1
2018-08-02 19:44:00,1,2018-08-02 19:44:00,3,19,1
2018-08-02 19:45:00,1,2018-08-02 19:45:00,3,19,1
2018-08-02 19:46:00,1,2018-08-02 19:46:00,3,19,1
2018-08-02 19:47:00,1,2018-08-02 19:47:00,3,19,1
2018-08-02 19:50:00,1,2018-08-02 19:50:00,3,19,1
2018-08-02 19:51:00,1,2018-08-02 19:51:00,3,19,1
2018-08-02 19:52:00,1,2018-08-02 19:52:00,3,19,1
2018-08-02 19:54:00,1,2018-08-02 19:54:00,3,19,1
2018-08-02 19:55:00,1,2018-08-02 19:55:00,3,19,1
2018-08-02 19:56:00,1,2018-08-02 19:56:00,3,19,1
2018-08-02 19:57:00,1,2018-08-02 19:57:00,3,19,1
2018-08-02 19:58:00,1,2018-08-02 19:58:00,3,19,1
2018-08-02 19:59:00,1,2018-08-02 19:59:00,3,19,1
2018-08-02 20:00:00,1,2018-08-02 20:00:00,3,20,1
2018-08-02 20:01:00,1,2018-08-02 20:01:00,3,20,1
2018-08-02 20:02:00,1,2018-08-02 20:02:00,3,20,1
2018-08-02 20:04:00,1,2018-08-02 20:04:00,3,20,1
2018-08-02 20:05:00,1,2018-08-02 20:05:00,3,20,1
2018-08-02 20:06:00,1,2018-08-02 20:06:00,3,20,1
2018-08-02 20:07:00,1,2018-08-02 20:07:00,3,20,1
2018-08-02 20:08:00,1,2018-08-02 20:08:00,3,20,1
2018-08-02 20:09:00,1,2018-08-02 20:09:00,3,20,1
2018-08-02 20:10:00,1,2018-08-02 20:10:00,3,20,1
2018-08-02 20:11:00,1,2018-08-02 20:11:00,3,20,1
2018-08-02 20:12:00,1,2018-08-02 20:12:00,3,20,1
2018-08-02 20:13:00,1,2018-08-02 20:13:00,3,20,1
2018-08-02 20:14:00,1,2018-08-02 20:14:00,3,20,1
2018-08-02 20:15:00,1,2018-08-02 20:15:00,3,20,1
2018-08-02 20:16:00,1,2018-08-02 20:16:00,3,20,1
2018-08-02 20:17:00,1,2018-08-02 20:17:00,3,20,1
2018-08-02 20:18:00,1,2018-08-02 20:18:00,3,20,1
2018-08-02 20:19:00,1,2018-08-02 20:19:00,3,20,1
2018-08-02 20:20:00,1,2018-08-02 20:20:00,3,20,1
2018-08-02 20:21:00,1,2018-08-02 20:21:00,3,20,1
2018-08-02 20:30:00,1,2018-08-02 20:30:00,3,20,1
2018-08-02 20:34:00,1,2018-08-02 20:34:00,3,20,1
2018-08-02 20:35:00,1,2018-08-02 20:35:00,3,20,1
2018-08-02 20:36:00,1,2018-08-02 20:36:00,3,20,1
2018-08-02 20:37:00,1,2018-08-02 20:37:00,3,20,1
2018-08-02 20:38:00,1,2018-08-02 20:38:00,3,20,1
2018-08-02 20:39:00,1,2018-08-02 20:39:00,3,20,1
2018-08-02 20:44:00,1,2018-08-02 20:44:00,3,20,1
2018-08-02 20:45:00,1,2018-08-02 20:45:00,3,20,1
2018-08-02 20:46:00,1,2018-08-02 20:46:00,3,20,1
2018-08-02 20:49:00,1,2018-08-02 20:49:00,3,20,1
2018-08-02 20:57:00,1,2018-08-02 20:57:00,3,20,1
2018-08-02 20:59:00,1,2018-08-02 20:59:00,3,20,1
2018-08-02 21:00:00,1,2018-08-02 21:00:00,3,21,1
2018-08-02 21:01:00,1,2018-08-02 21:01:00,3,21,1
2018-08-02 21:02:00,1,2018-08-02 21:02:00,3,21,1
2018-08-02 21:03:00,1,2018-08-02 21:03:00,3,21,1
2018-08-02 21:04:00,1,2018-08-02 21:04:00,3,21,1
2018-08-02 21:05:00,1,2018-08-02 21:05:00,3,21,1
2018-08-02 21:06:00,1,2018-08-02 21:06:00,3,21,1
2018-08-02 21:07:00,1,2018-08-02 21:07:00,3,21,1
2018-08-02 21:08:00,1,2018-08-02 21:08:00,3,21,1
2018-08-02 21:09:00,1,2018-08-02 21:09:00,3,21,1
2018-08-02 21:10:00,1,2018-08-02 21:10:00,3,21,1
2018-08-02 21:11:00,1,2018-08-02 21:11:00,3,21,1
2018-08-02 21:12:00,1,2018-08-02 21:12:00,3,21,1
2018-08-02 21:13:00,1,2018-08-02 21:13:00,3,21,1
2018-08-02 21:15:00,1,2018-08-02 21:15:00,3,21,1
2018-08-02 21:16:00,1,2018-08-02 21:16:00,3,21,1
2018-08-02 21:17:00,1,2018-08-02 21:17:00,3,21,1
2018-08-02 21:22:00,1,2018-08-02 21:22:00,3,21,1
2018-08-02 21:23:00,1,2018-08-02 21:23:00,3,21,1
2018-08-02 21:30:00,1,2018-08-02 21:30:00,3,21,1
2018-08-02 21:41:00,1,2018-08-02 21:41:00,3,21,1
2018-08-02 21:58:00,1,2018-08-02 21:58:00,3,21,1
2018-08-02 22:00:00,1,2018-08-02 22:00:00,3,22,1
2018-08-02 22:25:00,1,2018-08-02 22:25:00,3,22,1
2018-08-02 22:27:00,1,2018-08-02 22:27:00,3,22,1
2018-08-02 22:28:00,1,2018-08-02 22:28:00,3,22,1
2018-08-02 22:29:00,1,2018-08-02 22:29:00,3,22,1
2018-08-03 15:53:00,1,2018-08-03 15:53:00,4,15,1
2018-08-03 15:55:00,1,2018-08-03 15:55:00,4,15,1
2018-08-03 15:56:00,1,2018-08-03 15:56:00,4,15,1
2018-08-03 15:57:00,1,2018-08-03 15:57:00,4,15,1
2018-08-03 15:58:00,1,2018-08-03 15:58:00,4,15,1
2018-08-03 15:59:00,1,2018-08-03 15:59:00,4,15,1
2018-08-03 16:00:00,1,2018-08-03 16:00:00,4,16,1
2018-08-03 16:01:00,1,2018-08-03 16:01:00,4,16,1
2018-08-03 16:02:00,1,2018-08-03 16:02:00,4,16,1
2018-08-03 16:03:00,1,2018-08-03 16:03:00,4,16,1
2018-08-03 16:05:00,1,2018-08-03 16:05:00,4,16,1
2018-08-03 16:06:00,1,2018-08-03 16:06:00,4,16,1
2018-08-03 16:07:00,1,2018-08-03 16:07:00,4,16,1
2018-08-03 16:08:00,1,2018-08-03 16:08:00,4,16,1
2018-08-03 16:09:00,1,2018-08-03 16:09:00,4,16,1
2018-08-03 16:10:00,1,2018-08-03 16:10:00,4,16,1
2018-08-03 16:11:00,1,2018-08-03 16:11:00,4,16,1
2018-08-03 16:12:00,1,2018-08-03 16:12:00,4,16,1
2018-08-03 16:13:00,1,2018-08-03 16:13:00,4,16,1
2018-08-03 16:14:00,1,2018-08-03 16:14:00,4,16,1
2018-08-03 16:15:00,1,2018-08-03 16:15:00,4,16,1
2018-08-03 16:16:00,1,2018-08-03 16:16:00,4,16,1
2018-08-03 16:17:00,1,2018-08-03 16:17:00,4,16,1
2018-08-03 16:18:00,1,2018-08-03 16:18:00,4,16,1
2018-08-03 16:19:00,1,2018-08-03 16:19:00,4,16,1
2018-08-03 16:20:00,1,2018-08-03 16:20:00,4,16,1
2018-08-03 16:21:00,1,2018-08-03 16:21:00,4,16,1
2018-08-03 16:22:00,1,2018-08-03 16:22:00,4,16,1
2018-08-03 16:23:00,1,2018-08-03 16:23:00,4,16,1
2018-08-03 16:24:00,1,2018-08-03 16:24:00,4,16,1
2018-08-03 16:25:00,1,2018-08-03 16:25:00,4,16,1
2018-08-03 16:26:00,1,2018-08-03 16:26:00,4,16,1
2018-08-03 16:27:00,1,2018-08-03 16:27:00,4,16,1
2018-08-03 16:28:00,1,2018-08-03 16:28:00,4,16,1
2018-08-03 16:40:00,1,2018-08-03 16:40:00,4,16,1
2018-08-03 16:41:00,1,2018-08-03 16:41:00,4,16,1
2018-08-03 16:42:00,1,2018-08-03 16:42:00,4,16,1
2018-08-03 16:44:00,1,2018-08-03 16:44:00,4,16,1
2018-08-03 16:45:00,1,2018-08-03 16:45:00,4,16,1
2018-08-03 16:47:00,1,2018-08-03 16:47:00,4,16,1
2018-08-03 16:54:00,1,2018-08-03 16:54:00,4,16,1
2018-08-03 16:55:00,1,2018-08-03 16:55:00,4,16,1
2018-08-03 16:56:00,1,2018-08-03 16:56:00,4,16,1
2018-08-03 16:57:00,1,2018-08-03 16:57:00,4,16,1
2018-08-03 16:58:00,1,2018-08-03 16:58:00,4,16,1
2018-08-03 16:59:00,1,2018-08-03 16:59:00,4,16,1
2018-08-03 17:01:00,1,2018-08-03 17:01:00,4,17,1
2018-08-03 17:02:00,1,2018-08-03 17:02:00,4,17,1
2018-08-03 17:03:00,1,2018-08-03 17:03:00,4,17,1
2018-08-03 17:04:00,1,2018-08-03 17:04:00,4,17,1
2018-08-03 17:05:00,1,2018-08-03 17:05:00,4,17,1
2018-08-03 17:06:00,1,2018-08-03 17:06:00,4,17,1
2018-08-03 17:07:00,1,2018-08-03 17:07:00,4,17,1
2018-08-03 17:08:00,1,2018-08-03 17:08:00,4,17,1
2018-08-03 17:09:00,1,2018-08-03 17:09:00,4,17,1
2018-08-03 17:10:00,1,2018-08-03 17:10:00,4,17,1
2018-08-03 17:11:00,1,2018-08-03 17:11:00,4,17,1
2018-08-03 17:23:00,1,2018-08-03 17:23:00,4,17,1
2018-08-03 17:24:00,1,2018-08-03 17:24:00,4,17,1
2018-08-03 17:25:00,1,2018-08-03 17:25:00,4,17,1
2018-08-03 17:28:00,1,2018-08-03 17:28:00,4,17,1
2018-08-03 17:29:00,1,2018-08-03 17:29:00,4,17,1
2018-08-03 17:30:00,1,2018-08-03 17:30:00,4,17,1
2018-08-03 17:31:00,1,2018-08-03 17:31:00,4,17,1
2018-08-03 17:32:00,1,2018-08-03 17:32:00,4,17,1
2018-08-03 17:33:00,1,2018-08-03 17:33:00,4,17,1
2018-08-03 17:34:00,1,2018-08-03 17:34:00,4,17,1
2018-08-03 17:35:00,1,2018-08-03 17:35:00,4,17,1
2018-08-03 17:36:00,1,2018-08-03 17:36:00,4,17,1
2018-08-03 17:37:00,1,2018-08-03 17:37:00,4,17,1
2018-08-03 17:38:00,1,2018-08-03 17:38:00,4,17,1
2018-08-03 17:39:00,1,2018-08-03 17:39:00,4,17,1
2018-08-03 17:40:00,1,2018-08-03 17:40:00,4,17,1
2018-08-03 17:41:00,1,2018-08-03 17:41:00,4,17,1
2018-08-03 17:42:00,1,2018-08-03 17:42:00,4,17,1
2018-08-03 17:43:00,1,2018-08-03 17:43:00,4,17,1
2018-08-03 17:44:00,1,2018-08-03 17:44:00,4,17,1
2018-08-03 17:45:00,1,2018-08-03 17:45:00,4,17,1
2018-08-03 17:46:00,1,2018-08-03 17:46:00,4,17,1
2018-08-03 17:47:00,1,2018-08-03 17:47:00,4,17,1
2018-08-03 17:48:00,1,2018-08-03 17:48:00,4,17,1
2018-08-03 17:49:00,1,2018-08-03 17:49:00,4,17,1
2018-08-03 17:50:00,1,2018-08-03 17:50:00,4,17,1
2018-08-03 17:51:00,1,2018-08-03 17:51:00,4,17,1
2018-08-03 17:53:00,1,2018-08-03 17:53:00,4,17,1
2018-08-03 17:54:00,1,2018-08-03 17:54:00,4,17,1
2018-08-03 17:55:00,1,2018-08-03 17:55:00,4,17,1
2018-08-03 17:56:00,1,2018-08-03 17:56:00,4,17,1
2018-08-03 17:57:00,1,2018-08-03 17:57:00,4,17,1
2018-08-03 17:59:00,1,2018-08-03 17:59:00,4,17,1
2018-08-03 18:00:00,1,2018-08-03 18:00:00,4,18,1
2018-08-03 18:01:00,1,2018-08-03 18:01:00,4,18,1
2018-08-03 18:02:00,1,2018-08-03 18:02:00,4,18,1
2018-08-03 18:03:00,1,2018-08-03 18:03:00,4,18,1
2018-08-03 18:04:00,1,2018-08-03 18:04:00,4,18,1
2018-08-03 18:25:00,1,2018-08-03 18:25:00,4,18,1
2018-08-03 19:32:00,1,2018-08-03 19:32:00,4,19,1
2018-08-03 19:33:00,1,2018-08-03 19:33:00,4,19,1
2018-08-03 19:34:00,1,2018-08-03 19:34:00,4,19,1
2018-08-03 19:35:00,1,2018-08-03 19:35:00,4,19,1
2018-08-03 19:36:00,1,2018-08-03 19:36:00,4,19,1
2018-08-03 19:37:00,1,2018-08-03 19:37:00,4,19,1
2018-08-03 19:38:00,1,2018-08-03 19:38:00,4,19,1
2018-08-03 19:39:00,1,2018-08-03 19:39:00,4,19,1
2018-08-03 19:40:00,1,2018-08-03 19:40:00,4,19,1
2018-08-03 19:41:00,1,2018-08-03 19:41:00,4,19,1
2018-08-03 19:42:00,1,2018-08-03 19:42:00,4,19,1
2018-08-03 19:43:00,1,2018-08-03 19:43:00,4,19,1
2018-08-03 19:44:00,1,2018-08-03 19:44:00,4,19,1
2018-08-03 19:45:00,1,2018-08-03 19:45:00,4,19,1
2018-08-03 19:46:00,1,2018-08-03 19:46:00,4,19,1
2018-08-03 19:47:00,1,2018-08-03 19:47:00,4,19,1
2018-08-03 19:48:00,1,2018-08-03 19:48:00,4,19,1
2018-08-03 19:49:00,1,2018-08-03 19:49:00,4,19,1
2018-08-03 19:50:00,1,2018-08-03 19:50:00,4,19,1
2018-08-03 19:51:00,1,2018-08-03 19:51:00,4,19,1
2018-08-03 19:52:00,1,2018-08-03 19:52:00,4,19,1
2018-08-03 19:53:00,1,2018-08-03 19:53:00,4,19,1
2018-08-03 19:54:00,1,2018-08-03 19:54:00,4,19,1
2018-08-03 19:55:00,1,2018-08-03 19:55:00,4,19,1
2018-08-03 19:58:00,1,2018-08-03 19:58:00,4,19,1
2018-08-03 20:07:00,1,2018-08-03 20:07:00,4,20,1
2018-08-03 20:08:00,1,2018-08-03 20:08:00,4,20,1
2018-08-03 20:09:00,1,2018-08-03 20:09:00,4,20,1
2018-08-03 20:20:00,1,2018-08-03 20:20:00,4,20,1
2018-08-03 20:25:00,1,2018-08-03 20:25:00,4,20,1
2018-08-03 20:26:00,1,2018-08-03 20:26:00,4,20,1
2018-08-03 20:33:00,1,2018-08-03 20:33:00,4,20,1
2018-08-03 20:34:00,1,2018-08-03 20:34:00,4,20,1
2018-08-03 20:35:00,1,2018-08-03 20:35:00,4,20,1
2018-08-03 20:36:00,1,2018-08-03 20:36:00,4,20,1
2018-08-03 20:37:00,1,2018-08-03 20:37:00,4,20,1
2018-08-03 20:38:00,1,2018-08-03 20:38:00,4,20,1
2018-08-03 20:39:00,1,2018-08-03 20:39:00,4,20,1
2018-08-03 20:41:00,1,2018-08-03 20:41:00,4,20,1
2018-08-03 20:42:00,1,2018-08-03 20:42:00,4,20,1
2018-08-03 20:43:00,1,2018-08-03 20:43:00,4,20,1
2018-08-03 20:44:00,1,2018-08-03 20:44:00,4,20,1
2018-08-03 20:45:00,1,2018-08-03 20:45:00,4,20,1
2018-08-03 20:46:00,1,2018-08-03 20:46:00,4,20,1
2018-08-03 20:47:00,1,2018-08-03 20:47:00,4,20,1
2018-08-03 20:48:00,1,2018-08-03 20:48:00,4,20,1
2018-08-03 20:50:00,1,2018-08-03 20:50:00,4,20,1
2018-08-03 20:51:00,1,2018-08-03 20:51:00,4,20,1
2018-08-03 20:52:00,1,2018-08-03 20:52:00,4,20,1
2018-08-03 20:54:00,1,2018-08-03 20:54:00,4,20,1
2018-08-03 20:55:00,1,2018-08-03 20:55:00,4,20,1
2018-08-03 20:56:00,1,2018-08-03 20:56:00,4,20,1
2018-08-03 20:57:00,1,2018-08-03 20:57:00,4,20,1
2018-08-03 20:58:00,1,2018-08-03 20:58:00,4,20,1
2018-08-03 21:01:00,1,2018-08-03 21:01:00,4,21,1
2018-08-03 21:02:00,1,2018-08-03 21:02:00,4,21,1
2018-08-03 21:03:00,1,2018-08-03 21:03:00,4,21,1
2018-08-03 21:04:00,1,2018-08-03 21:04:00,4,21,1
2018-08-03 21:05:00,1,2018-08-03 21:05:00,4,21,1
2018-08-03 21:08:00,1,2018-08-03 21:08:00,4,21,1
2018-08-03 22:20:00,1,2018-08-03 22:20:00,4,22,1
2018-08-04 22:49:00,1,2018-08-04 22:49:00,5,22,1
2018-08-04 22:51:00,1,2018-08-04 22:51:00,5,22,1
2018-08-04 22:52:00,1,2018-08-04 22:52:00,5,22,1
2018-08-04 22:55:00,1,2018-08-04 22:55:00,5,22,1
2018-08-04 22:56:00,1,2018-08-04 22:56:00,5,22,1
2018-08-04 22:57:00,1,2018-08-04 22:57:00,5,22,1
2018-08-04 22:58:00,1,2018-08-04 22:58:00,5,22,1
2018-08-04 22:59:00,1,2018-08-04 22:59:00,5,22,1
2018-08-04 23:00:00,1,2018-08-04 23:00:00,5,23,1
2018-08-04 23:02:00,1,2018-08-04 23:02:00,5,23,1
2018-08-04 23:03:00,1,2018-08-04 23:03:00,5,23,1
2018-08-05 17:49:00,1,2018-08-05 17:49:00,6,17,1
2018-08-05 17:50:00,1,2018-08-05 17:50:00,6,17,1
2018-08-05 17:51:00,1,2018-08-05 17:51:00,6,17,1
2018-08-05 17:54:00,1,2018-08-05 17:54:00,6,17,1
2018-08-05 17:55:00,1,2018-08-05 17:55:00,6,17,1
2018-08-05 17:56:00,1,2018-08-05 17:56:00,6,17,1
2018-08-05 17:57:00,1,2018-08-05 17:57:00,6,17,1
2018-08-05 17:58:00,1,2018-08-05 17:58:00,6,17,1
2018-08-05 17:59:00,1,2018-08-05 17:59:00,6,17,1
2018-08-05 18:02:00,1,2018-08-05 18:02:00,6,18,1
2018-08-05 18:03:00,1,2018-08-05 18:03:00,6,18,1
2018-08-05 18:05:00,1,2018-08-05 18:05:00,6,18,1
2018-08-05 18:06:00,1,2018-08-05 18:06:00,6,18,1
2018-08-05 18:07:00,1,2018-08-05 18:07:00,6,18,1
2018-08-05 18:08:00,1,2018-08-05 18:08:00,6,18,1
2018-08-05 18:10:00,1,2018-08-05 18:10:00,6,18,1
2018-08-05 18:14:00,1,2018-08-05 18:14:00,6,18,1
2018-08-05 18:15:00,1,2018-08-05 18:15:00,6,18,1
2018-08-05 18:16:00,1,2018-08-05 18:16:00,6,18,1
2018-08-05 18:17:00,1,2018-08-05 18:17:00,6,18,1
2018-08-05 18:18:00,1,2018-08-05 18:18:00,6,18,1
2018-08-05 18:19:00,1,2018-08-05 18:19:00,6,18,1
2018-08-05 18:20:00,1,2018-08-05 18:20:00,6,18,1
2018-08-05 18:21:00,1,2018-08-05 18:21:00,6,18,1
2018-08-05 18:22:00,1,2018-08-05 18:22:00,6,18,1
2018-08-05 18:23:00,1,2018-08-05 18:23:00,6,18,1
2018-08-05 18:24:00,1,2018-08-05 18:24:00,6,18,1
2018-08-05 18:25:00,1,2018-08-05 18:25:00,6,18,1
2018-08-05 18:26:00,1,2018-08-05 18:26:00,6,18,1
2018-08-05 18:27:00,1,2018-08-05 18:27:00,6,18,1
2018-08-05 18:28:00,1,2018-08-05 18:28:00,6,18,1
2018-08-05 18:29:00,1,2018-08-05 18:29:00,6,18,1
2018-08-05 18:30:00,1,2018-08-05 18:30:00,6,18,1
2018-08-05 18:31:00,1,2018-08-05 18:31:00,6,18,1
2018-08-05 18:33:00,1,2018-08-05 18:33:00,6,18,1
2018-08-05 18:34:00,1,2018-08-05 18:34:00,6,18,1
2018-08-05 18:35:00,1,2018-08-05 18:35:00,6,18,1
2018-08-05 18:36:00,1,2018-08-05 18:36:00,6,18,1
2018-08-05 18:37:00,1,2018-08-05 18:37:00,6,18,1
2018-08-05 18:38:00,1,2018-08-05 18:38:00,6,18,1
2018-08-05 18:39:00,1,2018-08-05 18:39:00,6,18,1
2018-08-05 18:41:00,1,2018-08-05 18:41:00,6,18,1
2018-08-05 18:42:00,1,2018-08-05 18:42:00,6,18,1
2018-08-05 18:43:00,1,2018-08-05 18:43:00,6,18,1
2018-08-05 18:44:00,1,2018-08-05 18:44:00,6,18,1
2018-08-05 18:45:00,1,2018-08-05 18:45:00,6,18,1
2018-08-05 18:46:00,1,2018-08-05 18:46:00,6,18,1
2018-08-05 18:47:00,1,2018-08-05 18:47:00,6,18,1
2018-08-05 18:48:00,1,2018-08-05 18:48:00,6,18,1
2018-08-05 18:49:00,1,2018-08-05 18:49:00,6,18,1
2018-08-05 18:50:00,1,2018-08-05 18:50:00,6,18,1
2018-08-05 18:51:00,1,2018-08-05 18:51:00,6,18,1
2018-08-05 18:52:00,1,2018-08-05 18:52:00,6,18,1
2018-08-05 18:54:00,1,2018-08-05 18:54:00,6,18,1
2018-08-05 18:56:00,1,2018-08-05 18:56:00,6,18,1
2018-08-05 19:06:00,1,2018-08-05 19:06:00,6,19,1
2018-08-05 19:09:00,1,2018-08-05 19:09:00,6,19,1
2018-08-05 19:10:00,1,2018-08-05 19:10:00,6,19,1
2018-08-05 19:11:00,1,2018-08-05 19:11:00,6,19,1
2018-08-05 19:12:00,1,2018-08-05 19:12:00,6,19,1
2018-08-05 19:13:00,1,2018-08-05 19:13:00,6,19,1
2018-08-05 19:14:00,1,2018-08-05 19:14:00,6,19,1
2018-08-05 19:15:00,1,2018-08-05 19:15:00,6,19,1
2018-08-05 19:16:00,1,2018-08-05 19:16:00,6,19,1
2018-08-05 19:17:00,1,2018-08-05 19:17:00,6,19,1
2018-08-05 19:18:00,1,2018-08-05 19:18:00,6,19,1
2018-08-05 19:19:00,1,2018-08-05 19:19:00,6,19,1
2018-08-05 19:20:00,1,2018-08-05 19:20:00,6,19,1
2018-08-05 19:21:00,1,2018-08-05 19:21:00,6,19,1
2018-08-05 19:22:00,1,2018-08-05 19:22:00,6,19,1
2018-08-05 19:23:00,1,2018-08-05 19:23:00,6,19,1
2018-08-05 19:24:00,1,2018-08-05 19:24:00,6,19,1
2018-08-05 19:25:00,1,2018-08-05 19:25:00,6,19,1
2018-08-05 19:26:00,1,2018-08-05 19:26:00,6,19,1
2018-08-05 19:27:00,1,2018-08-05 19:27:00,6,19,1
2018-08-05 19:28:00,1,2018-08-05 19:28:00,6,19,1
2018-08-05 19:29:00,1,2018-08-05 19:29:00,6,19,1
2018-08-05 19:30:00,1,2018-08-05 19:30:00,6,19,1
2018-08-05 19:33:00,1,2018-08-05 19:33:00,6,19,1
2018-08-05 19:34:00,1,2018-08-05 19:34:00,6,19,1
2018-08-05 19:35:00,1,2018-08-05 19:35:00,6,19,1
2018-08-05 19:36:00,1,2018-08-05 19:36:00,6,19,1
2018-08-05 19:37:00,1,2018-08-05 19:37:00,6,19,1
2018-08-05 19:38:00,1,2018-08-05 19:38:00,6,19,1
2018-08-05 19:40:00,1,2018-08-05 19:40:00,6,19,1
2018-08-05 19:41:00,1,2018-08-05 19:41:00,6,19,1
2018-08-05 19:42:00,1,2018-08-05 19:42:00,6,19,1
2018-08-05 19:43:00,1,2018-08-05 19:43:00,6,19,1
2018-08-05 19:44:00,1,2018-08-05 19:44:00,6,19,1
2018-08-05 19:45:00,1,2018-08-05 19:45:00,6,19,1
2018-08-05 19:46:00,1,2018-08-05 19:46:00,6,19,1
2018-08-05 19:47:00,1,2018-08-05 19:47:00,6,19,1
2018-08-05 19:48:00,1,2018-08-05 19:48:00,6,19,1
2018-08-05 19:49:00,1,2018-08-05 19:49:00,6,19,1
2018-08-05 19:50:00,1,2018-08-05 19:50:00,6,19,1
2018-08-05 19:51:00,1,2018-08-05 19:51:00,6,19,1
2018-08-05 19:52:00,1,2018-08-05 19:52:00,6,19,1
2018-08-05 19:53:00,1,2018-08-05 19:53:00,6,19,1
2018-08-05 19:54:00,1,2018-08-05 19:54:00,6,19,1
2018-08-05 19:55:00,1,2018-08-05 19:55:00,6,19,1
2018-08-05 19:56:00,1,2018-08-05 19:56:00,6,19,1
2018-08-05 19:57:00,1,2018-08-05 19:57:00,6,19,1
2018-08-05 19:58:00,1,2018-08-05 19:58:00,6,19,1
2018-08-05 19:59:00,1,2018-08-05 19:59:00,6,19,1
2018-08-05 20:00:00,1,2018-08-05 20:00:00,6,20,1
2018-08-05 20:01:00,1,2018-08-05 20:01:00,6,20,1
2018-08-05 20:02:00,1,2018-08-05 20:02:00,6,20,1
2018-08-05 20:03:00,1,2018-08-05 20:03:00,6,20,1
2018-08-05 20:04:00,1,2018-08-05 20:04:00,6,20,1
2018-08-05 20:05:00,1,2018-08-05 20:05:00,6,20,1
2018-08-05 20:06:00,1,2018-08-05 20:06:00,6,20,1
2018-08-05 20:07:00,1,2018-08-05 20:07:00,6,20,1
2018-08-05 20:08:00,1,2018-08-05 20:08:00,6,20,1
2018-08-05 20:09:00,1,2018-08-05 20:09:00,6,20,1
2018-08-05 20:10:00,1,2018-08-05 20:10:00,6,20,1
2018-08-05 20:12:00,1,2018-08-05 20:12:00,6,20,1
2018-08-05 20:13:00,1,2018-08-05 20:13:00,6,20,1
2018-08-05 20:14:00,1,2018-08-05 20:14:00,6,20,1
2018-08-05 20:15:00,1,2018-08-05 20:15:00,6,20,1
2018-08-05 20:16:00,1,2018-08-05 20:16:00,6,20,1
2018-08-05 20:17:00,1,2018-08-05 20:17:00,6,20,1
2018-08-05 20:18:00,1,2018-08-05 20:18:00,6,20,1
2018-08-05 20:19:00,1,2018-08-05 20:19:00,6,20,1
2018-08-05 20:20:00,1,2018-08-05 20:20:00,6,20,1
2018-08-05 20:21:00,1,2018-08-05 20:21:00,6,20,1
2018-08-05 20:44:00,1,2018-08-05 20:44:00,6,20,1
2018-08-05 20:45:00,1,2018-08-05 20:45:00,6,20,1
2018-08-05 20:46:00,1,2018-08-05 20:46:00,6,20,1
2018-08-05 20:47:00,1,2018-08-05 20:47:00,6,20,1
2018-08-05 20:48:00,1,2018-08-05 20:48:00,6,20,1
2018-08-05 20:49:00,1,2018-08-05 20:49:00,6,20,1
2018-08-05 20:51:00,1,2018-08-05 20:51:00,6,20,1
2018-08-05 20:59:00,1,2018-08-05 20:59:00,6,20,1
2018-08-05 21:00:00,1,2018-08-05 21:00:00,6,21,1
2018-08-05 21:01:00,1,2018-08-05 21:01:00,6,21,1
2018-08-05 21:02:00,1,2018-08-05 21:02:00,6,21,1
2018-08-05 21:03:00,1,2018-08-05 21:03:00,6,21,1
2018-08-05 21:04:00,1,2018-08-05 21:04:00,6,21,1
2018-08-05 21:05:00,1,2018-08-05 21:05:00,6,21,1
2018-08-05 21:06:00,1,2018-08-05 21:06:00,6,21,1
2018-08-05 21:07:00,1,2018-08-05 21:07:00,6,21,1
2018-08-05 21:08:00,1,2018-08-05 21:08:00,6,21,1
2018-08-05 21:09:00,1,2018-08-05 21:09:00,6,21,1
2018-08-05 21:11:00,1,2018-08-05 21:11:00,6,21,1
2018-08-05 21:12:00,1,2018-08-05 21:12:00,6,21,1
2018-08-05 21:13:00,1,2018-08-05 21:13:00,6,21,1
2018-08-05 21:14:00,1,2018-08-05 21:14:00,6,21,1
2018-08-05 21:15:00,1,2018-08-05 21:15:00,6,21,1
2018-08-05 21:17:00,1,2018-08-05 21:17:00,6,21,1
2018-08-05 21:19:00,1,2018-08-05 21:19:00,6,21,1
2018-08-05 21:20:00,1,2018-08-05 21:20:00,6,21,1
2018-08-05 21:21:00,1,2018-08-05 21:21:00,6,21,1
2018-08-05 21:22:00,1,2018-08-05 21:22:00,6,21,1
